,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
35,5.854924106,-0.6444182396,1.396810532,0.5063920021
36,6.0048874979999995,0.02392879128,-0.1315927505,-0.6150673628
37,6.1548509220000005,-0.05209222436000001,-1.094613075,-0.11174115539999999
38,6.304814213999999,0.05781981349,-0.3640918732,0.011863678689999999
39,6.454777572,-0.00839959085,0.5420837402,-0.9613114595000001
40,6.604740963999999,-0.01662452519,0.40995121,-0.038991190489999994
41,6.754704355,-0.05743359029,-0.4593448639,0.1898432821
42,6.904667747,0.0001195371151,-0.649969101,-0.1785275191
43,7.054631072,-0.5084227324,0.22306919100000003,0.4333329797
44,7.204594431,-0.1187619865,0.208647728,0.23165071010000002
45,7.3545578560000004,-0.0632455349,-0.0545463562,-0.029643956569999998
46,7.504521248,-0.145678848,-0.1867675781,0.2802528441
47,7.6544845729999995,0.47326606509999997,-0.3456916809,0.05298639834
48,7.804447965,0.02584120631,0.1952342987,-0.139847666
49,7.954411389,0.1501632333,-0.000693321228,0.1202483624
50,8.104374681,0.04284420609,-0.2466964722,-0.144418925
51,8.254338039,-0.3580179811,-0.05047893524,0.1069372594
52,8.404301397000001,0.04461580515,-0.1613893509,0.10368140039999998
53,8.554264822,-0.2607986331,0.1191492081,-0.1387180686
54,8.704228213,-0.08532820642000001,-0.058299064639999995,0.01076404378
55,8.854191539,0.3026557863,-0.3026409149,-0.08537994324999999
56,9.004154965,0.003959476948,0.04548645019999999,-0.27677536010000003
57,9.154118324,0.2337230593,-0.041074752810000004,0.06572905183
58,9.304081682,0.1072161496,-0.123418808,0.0986726284
59,9.454045007000001,-0.2379890382,-0.049254417419999995,-0.014127748090000001
60,9.604008332000001,-0.057726502420000006,-0.1842441559,0.2854225636
61,9.753971723,-0.28900164370000003,0.0364074707,0.050319150089999994
62,9.903935081,-0.1328823715,-0.01688861847,-0.09672558308
63,10.04393427,0.1360873878,-0.1833658218,0.030017755930000004
64,10.1442431,0.058149844410000005,-0.07651901245,-0.2697313428
65,10.24455193,0.1355330199,-0.0923910141,-0.1049389988
66,10.3448274,0.2645430565,-0.1241168976,-0.27069130539999997
67,10.49479079,0.1268677115,-0.08485984802000002,-0.038415584710000006
68,10.64475418,-0.1000460982,-0.020199775700000002,-0.09150420129
69,10.79471757,0.0005441904068,-0.1917142868,0.06094232202
70,10.94468093,-0.296982646,-0.0040864944459999995,0.22942361239999998
71,11.09464425,-0.1547549367,-0.05048274994,0.020167175680000003
72,11.24460768,-0.01121670008,-0.11153507230000001,0.0830514282
73,11.35484744,0.01465988159,-0.07636165619,-0.03518106043
74,11.45515624,0.09253704548000001,-0.058588981629999995,0.0319249779
75,11.55546503,0.2235086262,-0.1376132965,-0.1505299509
76,11.68553336,0.04749978334,-0.013117790220000002,0.007444471121
77,11.78584226,0.1662473083,-0.1209545135,-0.1399574131
78,11.88615102,-0.08716997504,-0.008260726929,0.09277503192
79,11.98642652,-0.02052247524,-0.1502866745,-0.026570320130000002
80,12.13638984,-0.2833279371,-0.03941726685,0.19780287149999998
81,12.28588667,-0.1517184228,-0.1019029617,0.08781644702
82,12.43535017,-0.1323549002,-0.03190326691,-0.002012949437
83,12.58528016,-0.039084121580000006,-0.03617477417,0.05329597741
84,12.73524362,0.2110051811,-0.1542539597,-0.1482812911
85,12.88520701,0.1313601285,-0.04415798187,-0.1348149329
86,13.03517033,0.1735717356,-0.05084609985000001,0.0104766041
87,13.18513369,-0.39741665119999997,-0.4852323532,0.1707851142
88,13.33509708,-2.219500542,-0.2517881393,0.9211423993000001
89,13.48506051,-1.29629755,-0.46709728240000004,-0.9303258657
90,13.63502383,-0.7648229003,-0.009147644043000001,-0.165854454
91,13.78498716,0.24203109739999998,0.6015501021999999,-0.08508443832000001
92,13.93495052,0.5759781599,0.3244915009,-0.1502604485
93,14.04515698,0.21259915829999998,0.03098773956,-0.471259594
94,14.14546584,0.02988123894,0.575044632,0.245247364
95,14.24577471,0.1769351959,0.1043701172,0.18367099760000002
96,14.3758429,0.0764901638,-0.3330955505,0.10383367539999999
97,14.51587533,-0.0747705698,-0.1437807083,0.02620577812
98,14.61618412,-0.01665794849,0.1204166412,0.2737073898
99,14.71649299,0.05440235137999999,-0.20792675019999998,0.6579260826
